track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,revenue,Initial_royalty_fee,genre,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,bpm,key,Unnamed: 26,in_shazam_charts,Genre
Talk,YEAT,1,2022,9,2,920,0,148461629,10,1,8,0,801692.7966,8.02e-05,,Minor,70,26,76,8,0,54,23,140,E,,0,Hip-Hop
One Thing At A Time,Morgan Wallen,1,2022,12,2,811,4,148469433,11,58,5,0,801734.9382,8.02e-05,,Major,61,92,91,0,0,26,3,142,G,,21,Hip-Hop
Tormenta (feat. Bad Bunny),"Gorillaz, Bad Bunny",2,2023,2,24,1529,0,149778242,32,18,39,2,808802.5068,8.09e-05,,Major,64,30,77,46,0,38,6,95,,,0,Hip-Hop
Dua Lipa,Jack Harlow,1,2022,5,6,1992,0,150500965,35,0,3,0,812705.211,8.13e-05,,Major,83,41,65,0,10,11,8,158,B,,0,Pop
VIBE (feat. Jimin of BTS),"TAEYANG, Jimin",2,2023,1,13,415,2,152850295,15,40,21,1,825391.593,8.25e-05,,Major,79,60,68,7,0,26,4,100,,,15,Pop
Freaky Deaky,"Tyga, Doja Cat",2,2022,2,25,1729,0,153240879,26,1,19,0,827500.7466,8.28e-05,,Minor,80,24,65,2,0,9,4,104,D,,0,Pop
AMARGURA,Karol G,1,2023,2,24,1133,39,153372011,14,71,23,10,828208.8594,8.28e-05,,Minor,92,55,70,18,0,15,7,107,F#,,176,Hip-Hop
Erro Gostoso - Ao Vivo,Simone Mendes,1,2023,1,27,984,5,153454328,8,57,76,2,828653.3712,8.29e-05,,Major,59,63,89,18,0,80,9,154,F#,,49,Hip-Hop
Malvada,Zï¿½ï¿½ Fe,1,2022,1,28,601,0,154119539,28,73,64,0,832245.5106,8.32e-05,,Minor,89,89,86,16,0,8,5,135,F,,0,Hip-Hop
Miss You,Southstar,1,1982,5,16,2020,0,154356956,77,10,119,0,833527.5624,8.34e-05,,Major,66,24,58,17,0,19,5,145,A,,40,Hip-Hop
What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",2,2021,11,19,802,0,154797871,13,27,8,0,835908.5034,8.36e-05,,Major,72,54,71,26,0,10,4,120,E,,0,Pop
Major Distribution,"Drake, 21 Savage",2,2022,11,4,1545,0,154863153,22,7,15,0,836261.0262,8.36e-05,,Minor,91,23,55,1,0,7,32,131,G#,,0,Rock
Open Arms (feat. Travis Scott),"SZA, Travis Scott",2,2022,12,8,1420,4,155653938,13,87,17,0,840531.2652,8.41e-05,,Major,67,22,59,76,1,15,16,78,A,,46,Rock
MORE,j-hope,1,2022,7,1,565,0,155795783,6,52,11,0,841297.2282,8.41e-05,,Major,78,31,72,1,0,11,4,97,D,,0,Rock
Malas Decisiones,Kenia OS,1,2022,10,26,542,2,156214700,23,2,21,0,843559.38,8.44e-05,,Minor,81,64,79,5,0,31,3,110,G#,,0,Hip-Hop
Boy's a liar Pt. 2,"PinkPantheress, Ice Spice",2,2023,2,3,5184,41,156338624,154,84,102,14,844228.5696,8.44e-05,,Major,70,86,81,25,0,25,5,133,F,,37,Pop
Boy's a liar,PinkPantheress,1,2022,11,30,1225,0,156338624,27,0,28,13,844228.5696,8.44e-05,,Major,66,74,84,25,0,21,4,133,F,,0,Pop
Pope Is a Rockstar,SALES,1,2016,4,20,1966,0,156658366,4,2,50,0,845955.1764,8.46e-05,,Minor,73,31,45,85,24,11,3,90,E,,0,Pop
Kahani Suno 2.0,Kaifi Khalil,1,2022,5,31,162,6,156777415,1,10,1,0,846598.041,8.47e-05,,Major,58,26,38,91,0,10,4,140,B,,1,Pop
United In Grief,Kendrick Lamar,1,2022,5,13,2575,0,156898322,4,5,12,0,847250.9388,8.47e-05,,Major,52,32,83,24,0,17,43,87,G#,,51,Hip-Hop
Fast Car,Luke Combs,1,2023,3,24,1446,12,157058870,57,97,35,0,848117.898,8.48e-05,,Major,71,67,60,19,0,12,3,98,G#,,429,Pop
Antes de Perderte,Duki,1,2022,6,2,584,8,157136970,12,1,8,0,848539.638,8.49e-05,,Minor,81,61,93,49,0,12,11,110,F,,1,Hip-Hop
RUMBATï¿½,Daddy Yankee,1,2022,3,25,1264,0,157990698,20,4,52,0,853149.7692,8.53e-05,,Minor,69,90,91,6,0,35,4,95,D#,,1,
Igualito a Mi Apï¿,"Fuerza Regida, Peso Pluma",2,2022,12,30,265,6,158950978,8,84,5,1,858335.2812,8.58e-05,,Minor,76,80,81,19,0,6,9,145,E,,4,
BABY OTAKU,"Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla",4,2022,8,18,836,0,159240673,14,1,13,0,859899.6342,8.6e-05,,Major,84,43,75,5,0,6,8,102,A,,0,Hip-Hop
Beautiful Girl,Luciano,1,2022,4,22,710,4,160035717,16,11,18,0,864192.8718,8.64e-05,,Minor,84,61,42,31,0,9,9,140,B,,0,Romantic
Die Young (feat. 347aidan),"Sleepy hallow, 347aidan",2,2022,5,25,896,0,160845341,19,0,15,0,868564.8414,8.69e-05,,Major,81,68,58,83,0,11,34,77,B,,0,Hip-Hop
Chanel,"Becky G, Peso Pluma",2,2023,3,30,681,10,161460990,15,92,21,2,871889.346,8.72e-05,,Major,85,53,68,40,0,9,4,132,D,,26,Hip-Hop
Shorty Party,"Cartel De Santa, La Kelly",2,2023,3,4,432,12,162887075,8,14,12,2,879590.205,8.8e-05,,Major,93,47,47,33,0,10,36,96,D,,33,Hip-Hop
Blind,SZA,1,2022,12,9,1484,0,163284000,22,51,12,0,881733.6,8.82e-05,,Minor,46,60,28,91,0,21,4,114,A,,0,Hip-Hop
"Paulo Londra: Bzrp Music Sessions, Vol. 23","Bizarrap, Paulo Londra",2,2022,4,25,928,0,164163229,19,0,7,0,886481.4366,8.86e-05,,Major,61,32,90,25,0,10,9,96,,,0,Hip-Hop
En El Radio Un Cochinero,Victor Cibrian,1,2022,5,13,514,0,164856284,5,36,1,0,890223.9336,8.9e-05,,Minor,70,97,62,47,0,10,4,154,F#,,0,Hip-Hop
Makeba,Jain,1,2015,6,22,6060,53,165484133,150,148,"2,703",22,893614.3182,8.94e-05,,Major,82,40,66,39,51,25,7,116,D,,"1,451",Hip-Hop
If We Ever Broke Up,Mae Stephens,1,2023,2,10,2040,4,165584767,81,27,66,9,894157.7418,8.94e-05,,Major,90,96,73,62,0,9,4,116,G,,444,Pop
Sial,Mahalini,1,2023,1,23,134,4,166570053,4,6,0,0,899478.2862,8.99e-05,,Major,56,20,43,89,0,12,4,120,D,,23,Hip-Hop
Dos Oruguitas,Sebastian Yatra,1,2021,11,19,925,0,167076418,24,47,74,0,902212.6572,9.02e-05,,Major,42,47,36,76,0,9,5,94,,,0,Romantic
Set Me Free Pt.2,Jimin,1,2023,3,17,340,13,168448603,4,71,16,1,909622.4562,9.1e-05,,Minor,59,56,82,12,0,12,6,132,,,9,Pop
Gatita,Bellakath,1,2022,10,3,1054,0,168684524,9,0,15,0,910896.4296,9.11e-05,,Major,90,76,81,15,24,33,6,101,G,,1,Hip-Hop
On BS,"Drake, 21 Savage",2,2022,11,4,1338,0,170413877,9,20,7,0,920234.9358,9.2e-05,,Major,84,33,36,2,0,39,59,158,A,,0,Hip-Hop
Nxde,(G)I-DLE,1,2022,10,17,430,6,170709584,14,116,9,0,921831.7536,9.22e-05,,Minor,73,65,91,4,0,48,18,136,E,,11,Pop
STAYING ALIVE (feat. Drake & Lil Baby),"Drake, DJ Khaled, Lil Baby",3,2022,8,5,2107,0,170732845,51,1,50,0,921957.363,9.22e-05,,Minor,72,18,46,7,0,28,8,130,E,,0,Hip-Hop
ALIEN SUPERSTAR,Beyoncï¿,1,2022,7,29,2688,0,171788484,39,47,36,0,927657.8136,9.28e-05,,Minor,55,46,64,0,0,17,10,122,A#,,0,Hip-Hop
Chemical,Post Malone,1,2023,4,14,2528,39,172825906,56,91,59,3,933259.8924,9.33e-05,,Major,50,37,90,0,0,12,5,170,D,,486,Pop
Like Crazy (English Version),Jimin,1,2023,3,24,373,19,173627354,4,72,5,0,937587.7116,9.38e-05,,Major,62,32,76,0,0,39,4,120,G,,5,Pop
Rich Spirit,Kendrick Lamar,1,2022,5,13,3486,0,173702135,20,10,33,0,937991.529,9.38e-05,,Minor,85,41,43,39,0,12,21,96,A#,,0,Hip-Hop
Evoque Prata,"DJ Escobar, MC MENOR SG, MC MENOR HR",3,2022,9,9,852,0,174006928,14,1,50,0,939637.4112,9.4e-05,,Major,87,52,52,31,0,28,24,87,G,,0,Hip-Hop
Search & Rescue,Drake,1,2023,4,7,2066,6,175097833,58,70,43,0,945528.2982,9.46e-05,,Minor,82,54,44,6,0,33,7,142,A#,,182,Rock
WANDA,Quevedo,1,2023,1,20,888,22,175399345,11,24,7,1,947156.463,9.47e-05,,Minor,72,96,63,25,0,21,7,176,E,,7,Hip-Hop
Ai Preto,"L7nnon, DJ Biel do Furduncinho, Bianca",3,2022,6,3,894,4,176103902,28,0,54,0,950961.0708,9.51e-05,,Major,95,83,57,54,0,10,25,130,F#,,0,Hip-Hop
sentaDONA (Remix) s2,"Luï¿½ï¿½sa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",4,2022,3,17,870,0,176290831,32,0,49,0,951970.4874,9.52e-05,,Minor,93,77,45,25,0,13,27,135,D#,,0,Hip-Hop
Celestial,Ed Sheeran,1,2022,9,29,1639,0,176474912,86,14,80,0,952964.5248,9.53e-05,,Major,57,50,85,5,0,16,4,123,D,,37,Romantic
TQM,Fuerza Regida,1,2023,5,19,584,28,176553476,16,159,15,6,953388.7704,9.53e-05,,Minor,79,96,85,27,0,11,6,125,F,,100,Hip-Hop
Sï¿½ï¿½,"Anuel Aa, Myke Towers, Jhay Cortez",3,2021,11,18,903,0,177129919,30,26,15,0,956501.5626,9.57e-05,,Minor,63,75,75,17,0,11,8,90,F#,,0,
"Would've, Could've, Should've",Taylor Swift,1,2022,10,21,1715,0,177503916,4,5,8,0,958521.1464,9.59e-05,,Major,48,55,84,43,0,15,12,158,G,,0,Romantic
Baby Don't Hurt Me,"David Guetta, Anne-Marie, Coi Leray",3,2023,4,6,4277,66,177740666,145,111,213,11,959799.5964,9.6e-05,,Major,60,23,91,0,0,12,3,128,G,,810,Pop
Si Quieren Frontear,"De La Ghetto, Duki, Quevedo",3,2022,3,31,859,0,178512385,14,0,11,0,963966.879,9.64e-05,,Major,79,48,84,13,0,21,23,82,A#,,0,Hip-Hop
Jingle Bells - Remastered 1999,Frank Sinatra,1,1957,1,1,4326,0,178660459,32,3,65,0,964766.4786,9.65e-05,,Major,51,94,34,73,0,10,5,175,G#,,0,Pop
Si Te La Encuentras Por Ahï¿,Feid,1,2022,8,5,1379,4,179061440,23,10,18,0,966931.776,9.67e-05,,Minor,74,46,58,15,0,13,8,172,G#,,0,
Tak Segampang Itu,Anggi Marito,1,2022,12,2,213,6,179659294,7,6,0,0,970160.1876,9.7e-05,,Major,51,18,44,76,0,11,3,130,F,,48,Hip-Hop
You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",2,2005,9,20,2577,0,180577478,108,56,30,0,975118.3812,9.75e-05,,Major,63,93,88,1,0,12,4,93,F,,0,Romantic
Hrs and Hrs,Muni Long,1,2021,11,19,1800,0,181328253,43,36,46,13,979172.5662,9.79e-05,,Minor,51,66,53,60,0,11,18,140,G#,,4,Romantic
The Great War,Taylor Swift,1,2022,10,21,1274,0,181382590,1,6,11,0,979465.986,9.79e-05,,Major,57,55,74,22,0,8,4,96,F,,0,Romantic
Shut up My Moms Calling - (Sped Up),Hotel Ugly,1,2022,9,14,713,7,181831132,2,4,6,0,981888.1128,9.82e-05,,Minor,65,36,47,31,0,12,10,85,F,,0,Rock
DARARI,Treasure,1,2022,2,15,328,0,182978249,10,21,7,0,988082.5446,9.88e-05,,Major,72,55,64,49,0,7,4,85,,,9,Hip-Hop
295,Sidhu Moose Wala,1,2021,5,15,246,4,183273246,4,106,0,0,989675.5284,9.9e-05,,Minor,68,54,76,21,0,11,20,90,B,,7,Hip-Hop
Sprinter,"Dave, Central Cee",2,2023,6,1,2186,91,183706234,67,213,88,17,992013.6636,9.92e-05,,Major,92,66,58,19,0,8,24,141,C#,,946,Hip-Hop
Escapism. - Sped Up,"RAYE, 070 Shake",2,2022,11,25,1368,0,184308753,12,1,11,0,995267.2662,9.95e-05,,Minor,44,38,77,9,0,9,20,108,F#,,8,Hip-Hop
TUS Lï¿½ï¿½GR,"Sech, Mora",2,2022,4,1,1308,2,184622518,23,16,9,0,996961.5972,9.97e-05,,Major,68,45,71,18,0,11,25,174,C#,,5,
Good Looking,Suki Waterhouse,1,2017,10,20,2264,0,184706613,11,6,25,0,997415.7102,9.97e-05,,Major,37,27,56,8,0,13,3,150,E,,1,Rock
Tak Ingin Usai,Keisya Levronka,1,2022,5,13,220,4,184807630,16,5,0,0,997961.202,9.98e-05,,Major,49,14,40,82,0,11,3,130,,,6,Hip-Hop
Flowers,Lauren Spencer Smith,1,2021,8,9,801,0,184826429,42,9,24,1,998062.7166,9.98e-05,,Major,70,31,44,84,0,9,39,138,D#,,1,Romantic
The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",3,2021,11,19,1150,0,184937148,20,38,12,0,998660.5992,9.99e-05,,Major,59,56,63,12,0,6,36,141,C#,,0,Romantic
GIVENCHY,Duki,1,2022,7,20,625,4,185236961,13,18,12,0,1000279.589,0.000100028,,Major,61,38,62,14,0,23,40,103,G#,,0,Hip-Hop
All Of The Girls You Loved Before,Taylor Swift,1,2019,8,23,1282,6,185240616,26,6,19,0,1000299.326,0.00010003,,Major,72,40,47,71,0,13,4,96,D,,5,Romantic
Prohibidox,Feid,1,2022,9,13,1473,12,185392587,25,36,25,1,1001119.97,0.000100112,,Minor,65,52,80,5,0,6,25,180,C#,,0,Hip-Hop
Cigarettes,Juice WRLD,1,2021,12,10,975,0,185408548,11,0,10,0,1001206.159,0.000100121,,Major,60,47,62,3,0,38,4,160,D,,0,Hip-Hop
10 Things I Hate About You,Leah Kate,1,2022,3,23,1301,0,185550869,23,1,15,0,1001974.693,0.000100197,,Major,54,45,79,1,0,17,5,154,G#,,0,Rock
Sweet Nothing,Taylor Swift,1,2022,10,21,1747,0,186104310,9,6,13,0,1004963.274,0.000100496,,Major,34,39,16,97,0,12,5,177,,,2,Romantic
Labyrinth,Taylor Swift,1,2022,10,21,1597,0,187339835,6,3,15,0,1011635.109,0.000101164,,Major,48,15,31,80,22,12,4,110,,,0,Romantic
Casei Com a Putaria,"MC Ryan SP, Love Funk, Mc Paiva ZS",3,2022,7,1,648,4,187701588,0,0,30,0,1013588.575,0.000101359,,Minor,59,62,60,12,0,5,44,161,A#,,0,Hip-Hop
Daydreaming,Harry Styles,1,2022,5,20,1900,1,187703102,15,1,23,0,1013596.751,0.00010136,,Minor,71,90,81,31,2,13,3,114,E,,0,Romantic
Vampiro,"Matuï¿½ï¿½, Wiu, ",3,2022,1,30,540,4,187772591,26,3,39,0,1013971.991,0.000101397,,Minor,78,63,64,1,0,7,4,115,G#,,0,Hip-Hop
Frï¿½ï¿½gil (feat. Grupo Front,"Yahritza Y Su Esencia, Grupo Frontera",2,2023,4,7,672,34,188933502,19,108,24,9,1020240.911,0.000102024,,Major,61,39,73,37,0,11,3,150,F#,,212,
Cinema,Harry Styles,1,2022,5,20,2171,0,189236868,18,1,28,0,1021879.087,0.000102188,,Minor,83,90,64,35,5,9,4,106,A,,0,Hip-Hop
Talk that Talk,TWICE,1,2022,8,26,615,0,189476119,14,77,15,1,1023171.043,0.000102317,,Minor,77,78,91,14,0,33,12,120,D#,,2,Hip-Hop
Slut Me Out,NLE Choppa,1,2022,4,22,816,4,190490915,21,4,13,0,1028650.941,0.000102865,,Minor,94,71,61,12,0,53,42,121,F#,,4,Hip-Hop
Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",3,2022,5,27,3983,0,190625045,73,45,119,0,1029375.243,0.000102938,,Minor,82,76,70,16,0,8,5,100,B,,0,Hip-Hop
In My Head,Lil Tjay,1,2022,4,1,1185,0,190981339,21,0,31,0,1031299.231,0.00010313,,Major,68,41,55,16,0,10,12,143,C#,,0,Rock
Pussy & Millions (feat. Travis Scott),"Drake, Travis Scott, 21 Savage",3,2022,11,4,1930,0,191333656,24,8,17,0,1033201.742,0.00010332,,Minor,75,45,63,6,0,35,12,122,E,,1,Hip-Hop
Sticky,Drake,1,2022,6,17,2814,0,191448892,38,105,25,0,1033824.017,0.000103382,,Minor,88,8,49,9,0,9,14,137,A#,,2,Rock
Pipoco,"Melody, Ana Castela, Dj Chris No Beat",3,2022,5,20,1112,4,191873381,22,2,65,1,1036116.257,0.000103612,,Major,77,74,74,47,0,34,8,135,G#,,3,Hip-Hop
La Bebe,Yng Lvcas,1,2021,12,24,489,17,191945597,4,11,5,1,1036506.224,0.000103651,,Minor,78,75,46,62,0,12,35,170,D,,2,Hip-Hop
Nail Tech,Jack Harlow,1,2022,2,18,2939,0,193443895,42,0,24,0,1044597.033,0.00010446,,Minor,65,11,58,0,0,12,9,150,E,,0,Hip-Hop
True Love,"Kanye West, XXXTENTACION",2,2022,5,27,2129,0,194902696,23,1,44,1,1052474.558,0.000105247,,Minor,71,39,86,2,0,51,25,84,F,,0,Hip-Hop
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Travis Scott, 21 Savage, Metro Boomin",3,2022,12,2,1602,0,195516622,12,22,12,0,1055789.759,0.000105579,,Minor,49,24,66,19,0,18,29,88,G,,2,Hip-Hop
Eyes Closed,Ed Sheeran,1,2023,3,23,2915,30,195576623,116,69,107,3,1056113.764,0.000105611,,Major,78,39,53,30,0,11,6,107,D,,675,Romantic
Massive,Drake,1,2022,6,17,5263,0,195628667,66,89,61,0,1056394.802,0.000105639,,Minor,51,5,68,12,2,15,6,125,E,,11,Hip-Hop
Pass The Dutchie,Musical Youth,1,1982,1,1,5328,0,195918494,54,76,900,0,1057959.868,0.000105796,,Major,73,88,67,20,0,32,5,151,G,,0,Hip-Hop
IDGAF (with blackbear),"Blackbear, BoyWithUke",2,2022,3,18,625,0,197643795,10,2,13,0,1067276.493,0.000106728,,Major,78,83,75,41,0,27,8,98,F,,1,Hip-Hop
En Paris,"El Chachito, Junior H",2,2022,12,24,406,5,198275403,3,31,2,1,1070687.176,0.000107069,,Minor,70,77,48,37,0,12,5,139,D#,,0,Hip-Hop
Spin Bout U,"Drake, 21 Savage",2,2022,11,4,1652,2,198365537,26,52,10,0,1071173.9,0.000107117,,Major,77,20,70,1,0,16,5,130,G,,95,Hip-Hop
DANCE CRIP,Trueno,1,2021,11,17,731,0,198883004,14,14,24,0,1073968.222,0.000107397,,Major,86,86,79,11,0,8,9,106,,,4,Hip-Hop
Limbo,Freddie Dredd,1,2022,8,11,688,0,199386237,14,1,17,0,1076685.68,0.000107669,,Minor,80,46,62,3,6,11,46,75,B,,2,Hip-Hop
Grapejuice,Harry Styles,1,2022,5,20,1986,0,199587884,7,1,15,0,1077774.574,0.000107777,,Major,65,88,72,36,14,20,3,183,F,,0,Romantic
"Peso Pluma: Bzrp Music Sessions, Vol. 55","Bizarrap, Peso Pluma",2,2023,5,31,1313,40,200647221,17,152,32,11,1083494.993,0.000108349,,Minor,85,81,67,26,0,12,5,133,F,,139,Hip-Hop
Less Than Zero,The Weeknd,1,2022,1,7,2800,0,200660871,18,77,61,0,1083568.703,0.000108357,,Major,53,50,79,0,0,8,3,143,,,1,Romantic
Bar,"Tini, L-Gante",2,2021,11,11,755,4,200972675,22,3,0,0,1085252.445,0.000108525,,Major,52,68,69,13,0,33,8,94,C#,,0,Hip-Hop
Tattoo,Loreen,1,2023,2,25,2988,59,201660859,74,102,145,18,1088968.639,0.000108897,,Minor,55,30,78,24,0,12,8,150,D#,,925,Romantic
Static,Steve Lacy,1,2022,7,15,1613,0,202452860,21,15,13,0,1093245.444,0.000109325,,Major,34,22,31,43,63,10,7,79,C#,,0,Rock
Hati-Hati di Jalan,Tulus,1,2022,3,3,200,2,202677468,12,4,0,0,1094458.327,0.000109446,,Major,64,76,44,70,9,12,4,72,F#,,0,Hip-Hop
Thought You Should Know,Morgan Wallen,1,2022,5,6,968,4,203221468,16,53,1,0,1097395.927,0.00010974,,Major,53,51,70,49,0,14,3,140,F#,,61,Rock
The Astronaut,Jin,1,2022,10,28,481,9,203436468,10,100,15,1,1098556.927,0.000109856,,Major,54,22,76,0,0,14,3,125,F,,27,Romantic
When I R.I.P.,Labrinth,1,2019,10,4,2578,0,203680270,8,67,66,0,1099873.458,0.000109987,,Minor,39,45,55,73,0,9,21,80,G#,,0,Hip-Hop
MIENTRAS ME CURO DEL CORA,Karol G,1,2023,2,24,1020,35,206399629,15,26,30,6,1114557.997,0.000111456,,Major,52,57,48,86,0,15,39,80,,,0,Hip-Hop
Watch This - ARIZONATEARS Pluggnb Remix,"sped up nightcore, ARIZONATEARS, Lil Uzi Vert",3,2023,2,5,1638,10,207033255,0,0,21,0,1117979.577,0.000111798,,Minor,69,36,90,1,10,15,4,130,B,,0,Romantic
DANï¿½ï¿½A,"Mc Pedrinho, Pedro Sampaio",2,2022,2,1,911,2,208166039,45,0,99,1,1124096.611,0.00011241,,Minor,78,55,57,4,0,10,8,135,A,,1,
Sin Seï¿½ï,"Ovy On The Drums, Quevedo",2,2022,7,22,1097,2,209106362,18,10,13,1,1129174.355,0.000112917,,Minor,82,75,85,33,1,11,4,118,B,,1,
Problemï¿½,"Alvaro Diaz, Rauw Alejandro",2,2021,10,22,1517,0,209768491,42,7,15,0,1132749.851,0.000113275,,Minor,73,37,74,28,0,14,6,92,D,,4,
KICK BACK,Kenshi Yonezu,1,2022,10,12,574,4,210038833,38,101,26,0,1134209.698,0.000113421,,Major,58,29,94,0,0,9,11,102,C#,,0,Hip-Hop
Miracle (with Ellie Goulding),"Calvin Harris, Ellie Goulding",2,2023,3,10,5120,48,211050784,161,115,246,9,1139674.234,0.000113967,,Major,64,31,87,4,4,8,4,143,A,,638,Romantic
Polaroid Love,ENHYPEN,1,2022,1,10,461,0,211372494,10,56,17,0,1141411.468,0.000114141,,Minor,74,65,67,46,0,36,4,138,G,,0,Hip-Hop
That That (prod. & feat. SUGA of BTS),"PSY, Suga",2,2022,4,29,802,0,212109195,16,81,23,0,1145389.653,0.000114539,,Major,91,91,96,3,0,3,9,130,E,,0,Romantic
MANIAC,Stray Kids,1,2022,3,18,651,0,212234990,6,188,20,0,1146068.946,0.000114607,,Major,58,71,80,15,0,7,41,120,C#,,0,Hip-Hop
El Apagï¿½,Bad Bunny,1,2022,5,6,1209,0,212351890,9,7,14,0,1146700.206,0.00011467,,Major,63,60,70,5,0,9,31,118,G#,,1,
WORTH NOTHING,"Twisted, Oliver Tree",2,2022,9,28,1612,0,213438580,34,54,34,0,1152568.332,0.000115257,,Minor,58,17,62,18,0,20,8,140,D,,2,Romantic
POP!,Nayeon,1,2022,6,24,571,0,213505179,19,21,14,0,1152927.967,0.000115293,,Major,80,36,86,4,0,3,5,97,D,,2,Hip-Hop
Cupido,Tini,1,2023,2,14,1240,24,217672943,51,29,63,4,1175433.892,0.000117543,,Major,91,63,58,52,0,31,22,120,A,,54,Hip-Hop
Mastermind,Taylor Swift,1,2022,10,21,1936,0,218320587,7,5,13,0,1178931.17,0.000117893,,Major,66,12,35,55,0,9,14,126,E,,0,Romantic
Bad Decisions (with BTS & Snoop Dogg),"Snoop Dogg, BTS, Benny Blanco",3,2022,8,5,1456,0,219196651,53,2,33,0,1183661.915,0.000118366,,Major,77,94,87,2,0,23,12,120,,,0,Romantic
PLAYA DEL INGLï¿½,"Myke Towers, Quevedo",2,2022,12,15,1701,15,221409663,30,15,34,2,1195612.18,0.000119561,,Minor,79,66,74,8,0,11,5,113,G,,47,
Betty (Get Money),Yung Gravy,1,2022,6,10,2402,0,221752937,45,2,26,0,1197465.86,0.000119747,,Major,73,62,75,0,0,34,8,102,C#,,1,Romantic
KU LO SA - A COLORS SHOW,Oxlade,1,2022,6,10,2019,8,222410722,117,72,107,1,1201017.899,0.000120102,,Minor,65,79,66,31,0,22,7,93,A#,,7,Hip-Hop
Eu Gosto Assim - Ao Vivo,"Gustavo Mioto, Mari Fernandez",2,2022,9,16,1473,4,222612678,27,64,66,1,1202108.461,0.000120211,,Major,64,61,91,15,0,72,4,154,,,4,Hip-Hop
Question...?,Taylor Swift,1,2022,10,21,1608,0,223064273,10,3,12,0,1204547.074,0.000120455,,Major,75,11,50,20,0,30,17,109,G,,0,Romantic
Se Le Ve,"Arcangel, De La Ghetto, Justin Quiles, Lenny Tavï¿½ï¿½rez, Sech, Dalex, Dimelo Flow, Rich Music",8,2021,8,12,1560,0,223319934,72,0,0,0,1205927.644,0.000120593,,Minor,56,61,76,10,0,14,11,84,G,,0,Hip-Hop
Marisola - Remix,"Duki, NICKI NICOLE, Cris Mj, Standly, Stars Music Chile",5,2022,12,15,1845,16,223582566,20,8,30,2,1207345.856,0.000120735,,Major,77,72,87,17,0,7,5,95,C#,,0,Romantic
El Merengue,"Marshmello, Manuel Turizo",2,2023,3,3,2114,44,223633238,80,75,110,11,1207619.485,0.000120762,,Minor,78,70,68,3,1,11,4,124,G#,,323,Hip-Hop
THE LONELIEST,Mï¿½ï¿½ne,1,2022,10,7,1585,5,225093344,78,65,328,1,1215504.058,0.00012155,,Major,52,24,60,0,0,8,3,130,D,,198,Romantic
I AM WOMAN,Emmy Meli,1,2021,11,18,2795,0,225259194,45,0,107,0,1216399.648,0.00012164,,Major,65,46,47,12,0,13,16,170,A#,,0,Romantic
When Iï¿½ï¿½ï¿½m Gone (with Katy ,"Katy Perry, Alesso",2,2021,12,29,3270,0,226897599,89,21,65,0,1225247.035,0.000122525,,Major,69,70,89,4,0,49,3,125,,,0,
Evergreen (You Didnï¿½ï¿½ï¿½t Deserve Me A,Omar Apollo,1,2022,4,8,2499,0,227918678,70,0,49,0,1230760.861,0.000123076,,Major,70,31,34,60,1,11,4,82,A,,0,
Starlight,Dave,1,2022,3,3,1856,3,229473310,29,40,31,1,1239155.874,0.000123916,,Major,95,36,37,35,0,10,28,124,G,,1,Romantic
FEARLESS,LE SSERAFIM,1,2022,5,2,629,0,229497852,18,75,9,0,1239288.401,0.000123929,,Major,86,43,62,5,0,13,14,104,G,,0,Rock
MERCHO,"Migrantes, LiL CaKe, Nico Valdi",3,2022,12,16,1267,20,231332117,41,22,56,4,1249193.432,0.000124919,,Minor,84,96,79,43,0,18,11,93,F#,,84,Hip-Hop
SUPERMODEL,Mï¿½ï¿½ne,1,2022,5,13,2265,0,231657891,93,12,173,11,1250952.611,0.000125095,,Major,64,80,88,0,0,12,6,121,G,,3,Romantic
Mujeriego,Ryan Castro,1,2021,12,17,1492,0,231996128,44,63,91,0,1252779.091,0.000125278,,Major,76,92,62,6,0,8,13,80,A,,24,Hip-Hop
FLOWER,JISOO,1,2023,3,31,839,18,232896922,20,110,20,0,1257643.379,0.000125764,,Minor,84,64,39,3,0,11,4,124,A,,69,Romantic
Love Of My Life,Harry Styles,1,2022,5,20,1933,0,233671263,13,2,31,0,1261824.82,0.000126182,,Major,56,20,54,67,0,6,5,118,G,,0,Romantic
Nosso Quadro,"Ana Castela, AgroPlay",2,2023,2,2,894,9,233801632,14,88,66,3,1262528.813,0.000126253,,Major,69,61,71,33,0,31,20,160,A,,72,Hip-Hop
Typa Girl,BLACKPINK,1,2022,9,16,452,10,235549288,2,129,13,0,1271966.155,0.000127197,,Major,92,53,62,7,0,63,10,132,G,,1,Hip-Hop
