track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,revenue,Initial_royalty_fee,genre,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,bpm,key,Unnamed: 26,in_shazam_charts,Genre
The Real Slim Shady,Eminem,1,2000,1,1,20763,27,1424589568,81,53,"3,271",1,7692783.667,0.000769278,,Minor,95,78,66,3,0,4,6,104,F,,17,Hip-Hop
LA CANCIï¿½,"J Balvin, Bad Bunny",2,2019,6,28,6398,31,1435127549,177,109,305,3,7749688.765,0.000774969,,Major,75,43,65,15,0,11,32,176,G,,5,
Adore You,Harry Styles,1,2019,12,6,13454,1,1439191367,246,71,519,2,7771633.382,0.000777163,,Major,68,57,77,2,0,10,5,99,G#,,5,Romantic
Me Porto Bonito,"Chencho Corleone, Bad Bunny",2,2022,5,6,8870,43,1440757818,104,120,141,26,7780092.217,0.000778009,,Minor,91,43,71,9,0,9,8,92,C#,,49,Hip-Hop
Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, Giveon",3,2021,3,19,14140,0,1445941661,231,52,612,6,7808084.969,0.000780808,,Major,63,49,68,38,0,42,18,90,,,,Romantic
All I Want for Christmas Is You,Mariah Carey,1,1994,10,28,25653,0,1449779435,387,132,"2,094",0,7828808.949,0.000782881,,Major,34,33,63,16,0,7,4,150,G,,,Romantic
Call Out My Name,The Weeknd,1,2018,3,29,11087,6,1449799467,151,107,801,1,7828917.122,0.000782892,,Major,45,17,60,21,0,33,4,134,C#,,105,Romantic
The Nights,Avicii,1,2014,1,1,17354,8,1456081449,92,122,"1,282",0,7862839.825,0.000786284,,Major,53,66,85,2,0,24,4,126,F#,,55,Romantic
Somebody That I Used To Know,"Gotye, Kimbra",2,2011,1,1,42798,0,1457139296,217,136,"6,508",1,7868552.198,0.000786855,,Major,86,75,52,54,0,10,4,129,,,,Romantic
Rolling in the Deep,Adele,1,2010,11,29,35684,6,1472799873,195,125,"6,280",2,7953119.314,0.000795312,,Major,73,52,76,13,0,5,3,105,G#,,78,Romantic
Take On Me,a-ha,1,1984,10,19,44927,17,1479115056,34,0,"5,108",6,7987221.302,0.000798722,,Minor,57,86,90,2,0,9,5,84,F#,,0,Rock
Payphone,"Maroon 5, Wiz Khalifa",2,2012,1,1,14143,4,1479264469,56,38,"1,891",1,7988028.133,0.000798803,,Major,74,51,74,2,0,29,4,110,E,,,Romantic
Locked Out Of Heaven,Bruno Mars,1,2012,12,5,1622,9,1481349984,0,0,356,0,7999289.914,0.000799929,,Major,73,87,70,6,0,28,5,144,F,,0,Romantic
Sweet Child O' Mine,Guns N' Roses,1,1987,1,1,41231,1,1553497987,228,151,"6,720",3,8388889.13,0.000838889,,Major,45,67,90,9,11,10,5,125,F#,,99,Rock
Bad Habits,Ed Sheeran,1,2020,9,3,12755,8,1555511105,344,97,945,15,8399759.967,0.000839976,,Minor,81,59,90,5,0,36,3,126,B,,,Romantic
Kiss Me More (feat. SZA),"SZA, Doja Cat",2,2021,4,9,15867,0,1575467011,382,65,497,0,8507521.859,0.000850752,,Major,77,74,66,30,0,13,3,111,G#,,12,Romantic
Save Your Tears,The Weeknd,1,2020,3,20,12688,13,1591223784,197,115,112,0,8592608.434,0.000859261,,Major,68,61,82,2,0,50,3,118,,,200,Romantic
Viva La Vida,Coldplay,1,2008,1,1,33898,62,1592909789,233,0,"4,095",9,8601712.861,0.000860171,,Minor,49,42,62,9,0,11,3,138,F,,0,Rock
Every Breath You Take - Remastered 2003,The Police,1,1983,1,6,22439,19,1593270737,211,74,929,0,8603661.98,0.000860366,,Major,82,73,45,54,0,7,3,117,C#,,129,Rock
Cold Heart - PNAU Remix,"Dua Lipa, Elton John, Pnau",3,2017,11,10,21097,52,1605224506,384,135,"1,034",37,8668212.332,0.000866821,,Major,80,92,80,4,0,10,3,116,C#,,312,Romantic
I'm Not The Only One,Sam Smith,1,2014,1,1,17492,3,1606986953,136,24,"1,959",0,8677729.546,0.000867773,,Major,68,50,49,56,0,8,4,82,F,,30,Romantic
Before You Go,Lewis Capaldi,1,2019,11,1,8327,24,1608045237,205,130,625,0,8683444.28,0.000868344,,Major,45,19,60,63,0,9,6,112,D#,,25,Romantic
The Scientist,Coldplay,1,2002,8,5,30992,6,1608164312,124,25,"7,827",1,8684087.285,0.000868409,,Major,56,21,44,73,0,11,2,146,F,,0,Rock
In The End,Linkin Park,1,2000,10,24,25065,6,1624165576,63,0,"6,808",2,8770494.11,0.000877049,,Minor,55,40,90,1,0,32,6,105,D#,,0,Rock
Just The Way You Are,Bruno Mars,1,2010,1,1,21106,13,1641426668,82,0,"2,946",0,8863704.007,0.00088637,,Major,63,46,85,1,0,9,5,109,F,,0,Romantic
Die For You,The Weeknd,1,2016,11,24,2483,59,1647990401,68,21,24,0,8899148.165,0.000889915,,Minor,59,51,52,9,0,15,7,134,C#,,259,Romantic
When I Was Your Man,Bruno Mars,1,2012,12,5,2420,11,1661187319,0,0,806,0,8970411.523,0.000897041,,Major,60,43,27,94,0,14,4,145,,,0,Romantic
Without Me,Eminem,1,2002,1,1,21081,43,1687664027,98,76,"3,889",5,9113385.746,0.000911339,,Major,92,67,66,0,0,36,9,112,G,,0,Hip-Hop
Smells Like Teen Spirit - Remastered 2021,Nirvana,1,1991,9,10,49991,9,1690192927,265,121,"12,367",4,9127041.806,0.000912704,,Major,52,73,91,0,0,11,7,117,C#,,160,Rock
Dynamite,BTS,1,2020,8,21,8528,5,1692897992,239,163,583,0,9141649.157,0.000914165,,Minor,75,74,77,1,0,9,10,114,F#,,,Hip-Hop
'Till I Collapse,"Eminem, Nate Dogg",2,2002,5,26,22923,0,1695712020,78,46,"2,515",1,9156844.908,0.000915684,,Major,55,10,85,7,0,8,20,171,C#,,0,Hip-Hop
Mood (feat. Iann Dior),"24kgoldn, Iann Dior",2,2020,7,24,12854,0,1699402402,237,27,636,0,9176772.971,0.000917677,,Minor,70,76,72,22,0,27,4,91,G,,,Hip-Hop
There's Nothing Holdin' Me Back,Shawn Mendes,1,2016,9,23,12382,0,1714490998,229,57,"1,370",2,9258251.389,0.000925825,,Major,86,97,80,36,0,9,6,122,D,,71,Romantic
MONTERO (Call Me By Your Name),Lil Nas X,1,2020,9,18,12329,0,1735441776,275,19,738,0,9371385.59,0.000937139,,Minor,61,76,51,30,0,38,15,179,G#,,,Hip-Hop
Yellow,Chris Molitor,1,1999,1,1,31358,43,1755214421,196,2,"4,053",5,9478157.873,0.000947816,,Major,43,28,66,0,0,23,3,173,B,,0,Rock
Memories,Maroon 5,1,2019,9,20,9974,2,1759567999,272,67,"1,066",1,9501667.195,0.000950167,,Major,77,60,32,84,0,8,5,91,B,,19,Romantic
Dakiti,"Bad Bunny, Jhay Cortez",2,2020,10,30,11215,21,1763363713,189,166,525,9,9522164.05,0.000952216,,Minor,73,14,57,40,0,11,5,110,E,,25,Hip-Hop
Do I Wanna Know?,Arctic Monkeys,1,2013,1,1,33783,26,1788326445,133,92,"2,733",1,9656962.803,0.000965696,,Major,55,42,53,17,0,22,3,85,F,,26,Rock
No Role Modelz,J. Cole,1,2014,12,9,21164,36,1791000570,80,65,476,0,9671403.078,0.00096714,,Minor,70,47,52,30,0,6,33,100,A#,,14,Hip-Hop
Levitating (feat. DaBaby),"Dua Lipa, DaBaby",2,2020,3,27,15894,8,1802514301,198,13,544,0,9733577.225,0.000973358,,Minor,70,92,83,1,0,7,6,103,F#,,60,Romantic
Mr. Brightside,The Killers,1,2003,9,23,51979,15,1806617704,306,99,"5,063",2,9755735.602,0.000975574,,Major,35,24,93,0,0,10,8,148,C#,,120,Rock
Another Love,Tom Odell,1,2012,10,15,18371,83,1813673666,250,122,"3,394",19,9793837.796,0.000979384,,Minor,45,13,54,70,0,9,4,123,E,,,Romantic
INDUSTRY BABY (feat. Jack Harlow),"Jack Harlow, Lil Nas X",2,2021,7,23,13315,0,1814349763,300,47,690,0,9797488.72,0.000979749,,Minor,74,89,70,2,0,5,6,150,D#,,,Hip-Hop
Lose Yourself - Soundtrack Version,Eminem,1,2002,1,1,32502,21,1829992958,247,54,"5,567",1,9881961.973,0.000988196,,Major,70,6,73,1,0,36,26,171,D,,51,Hip-Hop
Demons,Imagine Dragons,1,2012,1,1,26694,13,1840364617,65,82,"3,425",4,9937968.932,0.000993797,,Major,33,38,71,20,0,28,5,180,D#,,13,Rock
drivers license,Olivia Rodrigo,1,2021,1,8,12685,3,1858144199,185,61,485,0,10033978.67,0.001003398,,Major,59,21,43,76,0,10,7,144,A#,,,Romantic
good 4 u,Olivia Rodrigo,1,2021,5,14,15563,6,1887039593,259,55,461,1,10190013.8,0.001019001,,Minor,56,68,66,28,0,11,18,166,F#,,,Romantic
One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",2,2017,6,2,27705,10,1897517891,537,122,"2,726",6,10246596.61,0.00102466,,Minor,79,59,86,4,0,8,11,124,A,,,Romantic
HUMBLE.,Kendrick Lamar,1,2017,3,30,33206,1,1929770265,284,114,"1,481",0,10420759.43,0.001042076,,Minor,91,42,60,0,0,9,12,150,C#,,5,Hip-Hop
The Hills,The Weeknd,1,2015,5,27,25744,4,1947371785,122,94,"1,992",0,10515807.64,0.001051581,,Minor,36,12,57,9,0,14,8,136,,,18,Hip-Hop
Can't Hold Us (feat. Ray Dalton),"Ray Dalton, Ryan Lewis, Macklemore",3,2011,8,16,6074,52,1953533826,201,44,"6,551",2,10549082.66,0.001054908,,Major,63,88,93,3,0,10,8,146,D,,0,Hip-Hop
Wake Me Up - Radio Edit,Avicii,1,2013,1,1,50887,34,1970673297,315,160,"6,284",1,10641635.8,0.001064164,,Major,53,66,78,0,0,16,5,124,D,,46,Romantic
Riptide,Vance Joy,1,1975,1,1,31123,55,2009094673,300,65,"1,003",1,10849111.23,0.001084911,,Major,48,50,73,43,0,15,4,102,C#,,0,Romantic
Counting Stars,OneRepublic,1,2013,1,1,29215,43,2011464183,179,97,"3,394",11,10861906.59,0.001086191,,Minor,66,48,71,6,0,12,4,122,C#,,153,Rock
All of Me,John Legend,1,2013,8,1,27221,0,2086124197,308,118,"4,534",2,11265070.66,0.001126507,,Major,42,33,26,92,0,13,3,120,G#,,77,Romantic
Love Yourself,Justin Bieber,1,2015,11,9,22730,5,2123309722,289,87,"2,430",0,11465872.5,0.001146587,,Major,61,53,38,84,0,28,44,100,E,,36,Romantic
Circles,Post Malone,1,2019,8,30,19664,16,2132335812,391,73,633,3,11514613.38,0.001151461,,Major,70,59,75,24,0,9,4,120,,,37,Romantic
Take Me To Church,Hozier,1,2013,9,13,23804,31,2135158446,187,99,"4,623",1,11529855.61,0.001152986,,Minor,57,41,66,63,0,12,5,129,E,,0,Rock
Shallow,"Lady Gaga, Bradley Cooper",2,2018,9,27,16636,12,2159346687,368,155,"2,854",6,11660472.11,0.001166047,,Major,57,30,40,38,0,26,3,96,G,,121,Romantic
Bohemian Rhapsody - Remastered 2011,Queen,1,1975,10,31,40112,3,2197010679,321,162,"5,691",8,11863857.67,0.001186386,,Minor,41,23,40,27,0,30,5,71,,,17,Rock
Something Just Like This,"The Chainsmokers, Coldplay",2,2017,2,22,23375,21,2204080728,336,188,"2,692",3,11902035.93,0.001190204,,Minor,61,47,65,3,0,17,4,103,B,,30,Romantic
Photograph,Ed Sheeran,1,2014,6,20,18778,3,2236667932,228,105,"2,453",0,12078006.83,0.001207801,,Major,61,20,38,61,0,10,5,108,E,,84,Romantic
Thinking Out Loud,Ed Sheeran,1,2014,1,1,33032,0,2280566092,363,129,"3,895",0,12315056.9,0.001231506,,Major,78,58,45,47,0,18,3,79,D,,28,Romantic
Sweater Weather,The Neighbourhood,1,2012,5,14,16413,61,2282771485,166,87,"1,056",1,12326966.02,0.001232697,,Major,61,41,81,5,2,10,3,124,A#,,,Romantic
Lucid Dreams,Juice WRLD,1,2017,6,15,14749,0,2288695111,188,34,710,0,12358953.6,0.001235895,,Minor,44,22,48,38,0,33,24,84,B,,5,Hip-Hop
Don't Start Now,Dua Lipa,1,2019,10,31,27119,0,2303033973,532,77,"1,535",3,12436383.45,0.001243638,,Minor,79,68,79,1,0,10,8,124,B,,8,Romantic
Watermelon Sugar,Harry Styles,1,2019,11,17,21915,34,2322580122,437,115,"1,212",12,12541932.66,0.001254193,,Major,55,56,82,12,0,34,5,95,,,,Romantic
lovely - Bonus Track,"Billie Eilish, Khalid",2,2017,8,11,15032,30,2355719893,221,96,"1,078",2,12720887.42,0.001272089,,Minor,35,12,30,93,0,10,3,115,E,,136,Romantic
Say You Won't Let Go,James Arthur,1,2016,9,9,15722,16,2420461338,231,37,"1,509",0,13070491.23,0.001307049,,Major,40,45,56,69,0,9,5,99,A#,,13,Romantic
Seï¿½ï¿½o,"Shawn Mendes, Camila Cabello",2,2019,6,19,15010,2,2484812918,453,50,"1,785",1,13417989.76,0.001341799,,Minor,76,77,52,4,0,8,3,117,A,,8,
As It Was,Harry Styles,1,2022,3,31,23575,130,2513188493,403,198,863,46,13571217.86,0.001357122,,Minor,52,66,73,34,0,31,6,174,F#,,,Romantic
Heat Waves,Glass Animals,1,2020,6,28,22543,63,2557975762,386,144,707,28,13813069.11,0.001381307,,Major,76,53,53,44,0,9,9,81,B,,,Romantic
Perfect,Ed Sheeran,1,2017,1,1,16596,13,2559529074,7,0,"2,094",0,13821457.0,0.001382146,,Major,60,17,45,16,0,11,2,95,G#,,0,Romantic
Starboy,"The Weeknd, Daft Punk",2,2016,9,21,29536,79,2565529693,281,137,"2,445",1,13853860.34,0.001385386,,Major,68,49,59,16,0,13,28,186,G,,140,Hip-Hop
Closer,"The Chainsmokers, Halsey",2,2016,5,31,28032,0,2591224264,315,159,"2,179",0,13992611.03,0.001399261,,Major,75,64,52,41,0,11,3,95,G#,,44,Romantic
Believer,Imagine Dragons,1,2017,1,31,18986,23,2594040133,250,121,"2,969",10,14007816.72,0.001400782,,Minor,77,74,78,4,0,23,11,125,A#,,31,Rock
STAY (with Justin Bieber),"Justin Bieber, The Kid Laroi",2,2021,7,9,17050,36,2665343922,492,99,798,31,14392857.18,0.001439286,,Major,59,48,76,4,0,10,5,170,C#,,0,Romantic
One Dance,"Drake, WizKid, Kyla",3,2016,4,4,43257,24,2713922350,433,107,"3,631",0,14655180.69,0.001465518,,Major,77,36,63,1,0,36,5,104,C#,,26,Hip-Hop
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2,2018,10,9,24094,78,2808096550,372,117,843,4,15163721.37,0.001516372,,Major,76,91,50,54,0,7,5,90,D,,69,Hip-Hop
Dance Monkey,Tones and I,1,2019,5,10,24529,0,2864791672,533,167,"3,595",6,15469875.03,0.001546988,,Minor,82,54,59,69,0,18,10,98,F#,,,Romantic
Someone You Loved,Lewis Capaldi,1,2018,11,8,17836,53,2887241814,440,125,"1,800",0,15591105.8,0.001559111,,Major,50,45,41,75,0,11,3,110,C#,,,Romantic
Shape of You,Ed Sheeran,1,2017,1,6,32181,10,3562543890,33,0,"6,808",7,19237737.01,0.001923774,,Minor,83,93,65,58,0,9,8,96,C#,,0,Romantic
Blinding Lights,The Weeknd,1,2019,11,29,43899,69,3703895074,672,199,"3,421",20,20001033.4,0.002000103,,Major,50,38,80,0,0,9,7,171,C#,,,Hip-Hop
Love Grows (Where My Rosemary Goes),Edison Lighthouse,1,1970,1,1,2877,0,BPM110KeyAModeMajorDanceability53Valence75Energy69Acousticness7Instrumentalness0Liveness17Speechiness3,16,0,54,0,,0.0,,Major,53,75,69,7,0,17,3,110,A,,0,
