track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,revenue,Initial_royalty_fee,Genre,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,bpm,key,streamss,in_shazam_charts
The Christmas Song (Merry Christmas To You) - Remastered 1999,Nat King Cole,1,1946,11,1,11500,0,389771964,140,72,251,0,2104768.606,0.000210477,Romantic,Major,36,22,15,84,0,11,4,139,C#,13,0
Is There Someone Else?,The Weeknd,1,2022,1,7,2881,6,391251368,13,89,34,0,2112757.387,0.000211276,Hip-Hop,Minor,70,60,58,4,0,16,3,135,A,13,3
Jordan,Ryan Castro,1,2021,4,30,2844,2,394030335,29,2,35,1,2127763.809,0.000212776,Hip-Hop,Minor,80,71,68,6,0,10,37,180,A#,13,0
A Holly Jolly Christmas - Single Version,Burl Ives,1,1952,1,1,7930,0,395591396,108,120,73,0,2136193.538,0.000213619,Romantic,Major,67,81,36,64,0,15,3,140,,13,0
White Christmas,"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",3,1942,1,1,11940,0,395591396,73,79,123,0,2136193.538,0.000213619,Romantic,Major,23,19,25,91,0,40,3,96,A,13,0
Ditto,NewJeans,1,2022,12,19,1154,22,397582059,28,125,11,1,2146943.119,0.000214694,K-pop,Minor,81,18,64,3,0,10,11,134,F#,13,51
Snooze,SZA,1,2022,12,9,2839,25,399686758,58,156,42,1,2158308.493,0.000215831,Hip-Hop,Major,56,39,55,14,0,11,13,143,F,13,236
Superhero (Heroes & Villains) [with Future & Chris Brown],"Future, Chris Brown, Metro Boomin",3,2022,12,2,2959,16,401036314,41,69,38,0,2165596.096,0.00021656,Hip-Hop,Minor,72,45,59,14,0,20,21,117,F,13,36
Un Coco,Bad Bunny,1,2022,5,6,1029,28,403231558,5,28,9,0,2177450.413,0.000217745,Spanish Hip-Hop,Major,84,74,69,21,0,18,6,152,B,13,0
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,1,1979,11,16,1685,0,403939487,1,0,29,0,2181273.23,0.000218127,Romantic,Major,75,74,58,36,0,9,3,95,B,13,0
Karma,Taylor Swift,1,2022,10,21,3818,23,404562836,37,55,32,0,2184639.314,0.000218464,Hip-Hop,Major,64,10,62,7,0,48,7,90,G#,13,272
Sleigh Ride,The Ronettes,1,1963,11,22,10114,0,404664135,114,74,262,0,2185186.329,0.000218519,Romantic,Major,53,84,77,40,0,32,3,92,D,13,0
No Se Va,Grupo Frontera,1,2022,4,28,924,18,404887295,17,80,22,9,2186391.393,0.000218639,Spanish Hip-Hop,Major,59,69,53,12,0,23,3,173,,13,38
Shut up My Moms Calling,Hotel Ugly,1,2020,2,10,1788,14,405136812,1,50,19,0,2187738.785,0.000218774,Rock,Minor,48,37,41,32,0,10,10,139,A,14,19
Angel Baby,Troye Sivan,1,2021,9,9,1959,9,408843328,52,25,32,0,2207753.971,0.000220775,Romantic,Major,56,41,57,1,0,13,3,145,B,14,10
Those Eyes,New West,1,2019,5,10,1507,14,411747614,24,71,44,1,2223437.116,0.000222344,Romantic,Major,60,24,35,73,0,31,3,120,E,14,195
Happier Than Ever - Edit,Billie Eilish,1,2021,7,28,1959,0,412795151,19,0,38,0,2229093.815,0.000222909,Romantic,Major,45,12,57,7,0,23,3,81,,14,0
The Color Violet,Tory Lanez,1,2021,12,10,2585,32,415932686,3,79,21,1,2246036.504,0.000224604,Hip-Hop,Minor,65,46,53,16,0,9,5,105,F#,14,54
Un Ratito,Bad Bunny,1,2022,5,6,1112,6,417230415,7,30,13,1,2253044.241,0.000225304,Spanish Hip-Hop,Minor,79,22,55,31,0,12,5,93,,14,1
Better Days (NEIKED x Mae Muller x Polo G),"NEIKED, Mae Muller, Polo G",3,2021,9,24,4091,0,421040617,105,2,73,13,2273619.332,0.000227362,Hip-Hop,Minor,72,67,68,0,0,14,4,110,,14,1
Notion,The Rare Occasions,1,2016,8,5,2393,0,421135627,22,13,65,0,2274132.386,0.000227413,Hip-Hop,Major,31,30,88,7,0,8,8,160,A,14,6
Thunder,"Prezioso, Gabry Ponte, LUM!X",3,2021,5,7,4846,10,422691058,54,16,259,0,2282531.713,0.000228253,Hip-Hop,Major,67,40,90,3,0,34,6,101,C#,14,13
All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",2,2019,8,4,5342,0,426204830,33,123,7,0,2301506.082,0.000230151,Hip-Hop,Major,37,17,67,2,0,34,9,141,D#,14,4
OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",4,2021,8,13,6890,0,427486004,122,11,201,0,2308424.422,0.000230842,Hip-Hop,Minor,79,79,84,2,0,5,5,124,G#,14,1
Super Freaky Girl,Nicki Minaj,1,2022,8,12,4827,0,428685680,104,17,76,9,2314902.672,0.00023149,Hip-Hop,Major,95,91,89,6,0,31,24,133,D,14,2
Driving Home for Christmas - 2019 Remaster,Chris Rea,1,1986,1,1,888,0,429504768,50,0,6,0,2319325.747,0.000231933,Romantic,Major,51,87,58,36,0,18,4,180,A,14,0
Last Night,Morgan Wallen,1,2023,1,31,2420,19,429829812,52,107,15,1,2321080.985,0.000232108,Hip-Hop,Major,52,52,68,46,0,15,4,204,F#,14,325
OMG,NewJeans,1,2023,1,2,1783,27,430977451,26,124,15,1,2327278.235,0.000232728,K-pop,Minor,80,74,77,36,0,11,4,127,A,14,22
Take My Breath,The Weeknd,1,2021,8,6,6392,0,432702334,174,73,344,0,2336592.604,0.000233659,Romantic,Major,75,53,74,2,0,11,5,121,G#,14,0
We Don't Talk About Bruno,"Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",7,2021,11,19,2785,0,432719968,95,89,44,0,2336687.827,0.000233669,Hip-Hop,Minor,58,83,45,36,0,11,8,206,,14,
Midnight Rain,Taylor Swift,1,2022,10,21,2612,4,433356509,19,29,21,0,2340125.149,0.000234013,Romantic,Major,64,18,37,72,0,12,7,140,,14,0
PRC,"Natanael Cano, Peso Pluma",2,2023,1,23,961,26,436027885,19,143,10,6,2354550.579,0.000235455,Spanish Hip-Hop,Minor,78,89,83,10,0,12,5,138,G,15,15
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,1,1959,11,16,6512,0,446390129,88,1,277,0,2410506.697,0.000241051,Romantic,Major,45,72,24,91,0,18,4,134,C#,15,0
Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,1,2022,5,6,4576,0,448500832,79,13,93,0,2421904.493,0.00024219,Hip-Hop,Minor,80,74,60,8,0,14,26,160,G#,15,17
Murder In My Mind,Kordhell,1,2022,1,21,2459,20,448843705,20,68,50,0,2423756.007,0.000242376,Hip-Hop,Major,71,57,97,1,0,13,11,120,A#,15,22
Something in the Orange,Zach Bryan,1,2022,4,22,3282,12,449701773,67,84,46,16,2428389.574,0.000242839,Romantic,Major,59,22,38,42,0,12,3,110,G,15,117
Just Wanna Rock,Lil Uzi Vert,1,2022,10,17,3995,13,457184829,72,27,47,0,2468798.077,0.00024688,Hip-Hop,Major,49,4,55,7,0,6,3,150,B,15,0
Normal,Feid,1,2022,7,8,2461,36,459276435,47,66,45,5,2480092.749,0.000248009,Spanish Hip-Hop,Minor,71,59,56,4,0,27,12,170,E,15,6
Happy Xmas (War Is Over),"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",4,1971,12,1,10829,0,460492795,130,1,390,0,2486661.093,0.000248666,Romantic,Major,33,39,61,32,0,77,3,147,D,15,0
NEW MAGIC WAND,"Tyler, The Creator",2,2019,5,16,4708,0,461437791,13,7,55,0,2491764.071,0.000249176,Hip-Hop,Minor,62,46,73,10,0,67,11,140,F,15,1
Oh My God,Adele,1,2021,11,19,4431,0,466214729,105,7,199,0,2517559.537,0.000251756,Hip-Hop,Major,53,55,73,9,0,3,5,88,C#,16,0
Lovers Rock,TV Girl,1,2014,6,5,6339,13,466231982,3,1,36,1,2517652.703,0.000251765,Hip-Hop,Minor,56,57,87,0,1,10,4,105,F,16,37
Mount Everest,Labrinth,1,2019,6,21,5443,0,467727006,45,1,80,0,2525725.832,0.000252573,Hip-Hop,Minor,46,43,43,23,8,8,22,89,,16,12
LOKERA,"Brray, Rauw Alejandro, Lyanno",3,2022,7,25,3301,30,471819764,72,64,64,6,2547826.726,0.000254783,Spanish Hip-Hop,Minor,83,58,83,21,0,10,5,102,B,16,3
Let It Snow! Let It Snow! Let It Snow!,"Frank Sinatra, B. Swanson Quartet",2,1950,1,1,10585,0,473248298,126,108,406,0,2555540.809,0.000255554,Romantic,Major,60,86,32,88,0,34,6,143,D,16,0
LA INOCENTE,"Feid, Mora",2,2022,4,1,2598,37,477033549,28,57,43,8,2575981.165,0.000257598,Spanish Hip-Hop,Minor,76,46,79,31,0,7,6,92,F,16,85
La Corriente,"Tony Dize, Bad Bunny",2,2022,5,6,1796,8,479655659,8,25,18,1,2590140.559,0.000259014,Spanish Hip-Hop,Minor,66,58,79,23,0,22,20,196,B,16,0
"Sex, Drugs, Etc.",Beach Weather,1,2016,11,4,3006,16,480507035,47,60,87,12,2594737.989,0.000259474,Hip-Hop,Minor,57,47,84,1,1,52,4,144,E,16,124
Do They Know It's Christmas? - 1984 Version,Band Aid,1,1984,11,25,14169,0,481697415,209,30,449,0,2601166.041,0.000260117,Romantic,Major,60,23,57,0,2,27,3,115,,16,0
Shut Down,BLACKPINK,1,2022,9,16,1524,17,482175240,53,120,62,0,2603746.296,0.000260375,K-pop,Major,82,67,69,0,0,18,4,110,,16,2
Doja,Central Cee,1,2022,7,20,4169,44,482257456,57,44,183,1,2604190.262,0.000260419,Hip-Hop,Major,91,97,57,38,0,40,29,140,F#,16,11
Underneath the Tree,Kelly Clarkson,1,2013,10,25,6596,0,485285717,144,99,251,0,2620542.872,0.000262054,Romantic,Major,51,69,81,0,0,21,5,160,G#,16,0
Lavender Haze,Taylor Swift,1,2022,10,21,3763,8,488386797,51,43,38,10,2637288.704,0.000263729,Romantic,Major,73,10,44,26,0,16,8,97,A#,16,1
Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",3,2021,9,3,5481,0,489945871,144,30,86,0,2645707.703,0.000264571,Hip-Hop,Minor,80,33,60,0,0,32,14,136,B,16,0
Boyfriend,Dove Cameron,1,2022,2,11,3766,0,496311364,76,0,102,0,2680081.366,0.000268008,Hip-Hop,Minor,35,23,61,23,0,19,6,180,G,17,2
Cupid - Twin Ver.,Fifty Fifty,1,2023,2,24,2942,77,496795686,91,212,78,6,2682696.704,0.00026827,K-pop,Minor,78,76,59,43,0,34,3,120,B,17,0
Miss You,"Robin Schulz, Oliver Tree",2,2022,8,5,5730,10,497225336,108,16,197,3,2685016.814,0.000268502,Hip-Hop,Minor,59,20,74,1,0,15,5,145,F#,17,165
Swim,Chase Atlantic,1,2017,10,4,2742,0,498960285,5,1,62,0,2694385.539,0.000269439,Hip-Hop,Major,67,8,54,27,0,8,4,120,G#,17,0
Ain't Shit,Doja Cat,1,2021,6,25,3436,0,499710590,32,6,46,0,2698437.186,0.000269844,Hip-Hop,Major,86,62,49,51,0,35,21,124,D#,17,1
Light Switch,Charlie Puth,1,2022,1,19,4049,0,500340342,119,6,85,1,2701837.847,0.000270184,Hip-Hop,Major,69,91,63,11,0,9,31,184,F#,17,1
Life Goes On,Oliver Tree,1,2020,7,17,2868,0,501541661,43,15,116,0,2708324.969,0.000270832,Hip-Hop,Major,70,57,49,19,0,12,8,80,,17,
Made You Look,Meghan Trainor,1,2022,10,21,3956,6,502574952,142,23,127,3,2713904.741,0.00027139,Hip-Hop,Major,84,88,53,35,0,8,7,145,A#,17,16
un x100to,"Bad Bunny, Grupo Frontera",2,2023,4,17,2876,40,505671438,41,205,54,12,2730625.765,0.000273063,Spanish Hip-Hop,Minor,57,56,72,23,0,27,5,83,F#,17,251
Sky,Playboi Carti,1,2020,12,25,3297,3,506778838,25,3,52,0,2736605.725,0.000273661,Hip-Hop,Major,79,56,91,26,0,13,21,140,D,17,1
Tacones Rojos,Sebastian Yatra,1,2021,10,22,3047,9,510876816,77,31,85,5,2758734.806,0.000275873,Spanish Hip-Hop,Minor,75,93,86,8,0,14,3,123,B,17,28
Sobrio,Maluma,1,2021,7,8,3506,10,513643924,103,76,100,1,2773677.19,0.000277368,Spanish Hip-Hop,Major,76,63,77,14,0,15,22,178,F,17,1
Get Into It (Yuh),Doja Cat,1,2021,6,25,4999,0,516784627,43,19,73,12,2790636.986,0.000279064,Hip-Hop,Minor,91,79,66,32,0,9,16,92,G#,17,0
Die For You - Remix,"Ariana Grande, The Weeknd",2,2023,2,24,3408,47,518745108,87,86,74,1,2801223.583,0.000280122,Hip-Hop,Minor,53,50,53,23,0,44,7,67,C#,17,16
AM Remix,"J Balvin, Nio Garcia, Bad Bunny",3,2021,6,24,6556,0,528544703,93,5,67,1,2854141.396,0.000285414,Spanish Hip-Hop,Minor,74,79,66,11,0,8,16,172,F#,18,0
Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",3,2020,3,13,6734,0,530511203,47,14,90,0,2864760.496,0.000286476,Rock,Major,77,40,47,2,0,9,3,95,D,18,1
Escapism.,"RAYE, 070 Shake",2,2022,10,12,5129,25,532336353,116,84,114,18,2874616.306,0.000287462,Hip-Hop,Major,54,25,74,14,0,9,11,96,D,18,348
La Jumpa,"Arcangel, Bad Bunny",2,2022,11,30,3794,34,538115192,47,77,53,10,2905822.037,0.000290582,Spanish Hip-Hop,Major,71,58,70,30,0,32,19,123,G#,18,8
One Right Now (with The Weeknd),"The Weeknd, Post Malone",2,2021,11,5,4771,0,539595276,68,18,75,0,2913814.49,0.000291381,Hip-Hop,Major,68,72,78,4,0,7,5,97,C#,18,1
Pink Venom,BLACKPINK,1,2022,8,19,1963,16,551305895,57,119,77,1,2977051.833,0.000297705,K-pop,Major,80,71,69,2,0,27,10,90,,18,13
Formula,Labrinth,1,2019,10,4,3444,7,554875730,24,85,102,0,2996328.942,0.000299633,Hip-Hop,Major,57,23,66,4,6,15,4,145,B,18,1
WAIT FOR U (feat. Drake & Tems),"Drake, Future, Tems",3,2022,4,27,5491,14,556585270,128,84,75,0,3005560.458,0.000300556,Hip-Hop,Major,46,34,64,31,0,7,34,83,C#,19,35
family ties (with Kendrick Lamar),"Kendrick Lamar, Baby Keem",2,2021,8,27,6308,5,560222750,114,15,63,0,3025202.85,0.00030252,Hip-Hop,Major,71,14,61,1,0,23,33,134,C#,19,2
Still Don't Know My Name,Labrinth,1,2019,10,4,6332,0,563902868,47,116,266,0,3045075.487,0.000304508,Hip-Hop,Major,31,31,63,47,27,21,12,88,F,19,0
Angels Like You,Miley Cyrus,1,2020,11,27,3372,19,570515054,65,48,138,1,3080781.292,0.000308078,Romantic,Major,67,49,64,10,0,10,3,122,F,19,102
Atlantis,Seafret,1,2015,4,22,3045,6,571386359,43,53,134,1,3085486.339,0.000308549,Hip-Hop,Minor,40,23,48,5,0,12,3,166,G#,19,32
Rich Flex,"Drake, 21 Savage",2,2022,11,4,4657,18,573633020,84,84,42,0,3097618.308,0.000309762,Hip-Hop,Minor,56,42,52,5,0,36,24,153,B,19,23
California Love - Original Version (Explicit),"Dr. Dre, 2Pac, Roger",3,1995,12,28,18773,0,579395142,128,17,"1,663",0,3128733.767,0.000312873,Hip-Hop,Major,77,76,84,3,0,38,4,92,G,19,0
House Of Memories,Panic! At The Disco,1,2016,1,15,2948,0,582863434,10,2,150,0,3147462.544,0.000314746,Hip-Hop,Minor,51,48,82,0,0,5,3,110,B,19,0
Toxic,BoyWithUke,1,2021,9,10,1795,0,582981380,34,23,118,0,3148099.452,0.00031481,Hip-Hop,Minor,59,69,61,84,0,46,36,180,G#,19,
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,1,2021,11,12,4635,5,583687007,50,49,30,1,3151909.838,0.000315191,Romantic,Major,63,21,52,28,0,9,3,93,,19,2
Only Love Can Hurt Like This,Paloma Faith,1,2014,1,1,5148,0,588955257,90,22,365,0,3180358.388,0.000318036,Romantic,Major,57,30,89,10,0,33,8,91,G#,20,114
Fair Trade (with Travis Scott),"Drake, Travis Scott",2,2021,9,3,5403,6,593917618,118,116,96,0,3207155.137,0.000320716,Hip-Hop,Major,67,29,47,5,0,22,26,168,C#,20,3
Knife Talk (with 21 Savage ft. Project Pat),"Drake, Project Pat, 21 Savage",3,2021,9,3,5199,0,594482982,45,43,45,0,3210208.103,0.000321021,Hip-Hop,Minor,85,22,37,13,0,7,30,146,F,20,3
CUFF IT,Beyonce,1,2022,7,29,7842,10,595900742,215,88,330,26,3217864.007,0.000321786,Hip-Hop,Major,78,64,69,4,0,7,14,115,G,20,23
Softcore,The Neighbourhood,1,2018,3,9,3947,12,599770206,33,102,93,0,3238759.112,0.000323876,Hip-Hop,Major,57,36,58,5,0,15,3,94,D,20,30
Until I Found You (with Em Beihold) - Em Beihold Version,"Em Beihold, Stephen Sanchez",2,2022,4,22,2790,30,600976848,60,96,71,0,3245274.979,0.000324527,Romantic,Major,34,32,57,78,0,20,3,101,A#,20,115
Te Felicito,"Shakira, Rauw Alejandro",2,2022,4,21,4796,9,606361689,124,66,212,13,3274353.121,0.000327435,Spanish Hip-Hop,Major,70,57,64,23,0,8,32,174,F,20,1
august,Taylor Swift,1,2020,7,24,7324,22,607123776,25,81,61,1,3278468.39,0.000327847,Romantic,Major,51,42,61,53,0,9,3,90,F,20,44
Tarot,"Bad Bunny, Jhay Cortez",2,2022,5,6,2482,20,608228647,27,77,22,2,3284434.694,0.000328443,Spanish Hip-Hop,Minor,80,42,68,2,0,66,4,114,B,20,0
Permission to Dance,BTS,1,2021,7,9,1801,2,608334048,77,134,74,0,3285003.859,0.0003285,K-pop,Major,70,65,74,1,0,34,4,125,A,20,2
I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",2,2022,6,3,5281,14,609293408,94,21,80,15,3290184.403,0.000329018,Hip-Hop,Major,74,43,69,12,0,12,7,101,F,20,38
Volando - Remix,"Sech, Bad Bunny, Mora",3,2021,7,8,3272,19,610045621,101,34,70,1,3294246.353,0.000329425,Spanish Hip-Hop,Major,66,63,69,21,0,11,7,154,F#,20,2
Stargirl Interlude,"The Weeknd, Lana Del Rey",2,2016,11,24,1275,32,611700552,13,8,5,0,3303182.981,0.000330318,Hip-Hop,Minor,59,52,48,38,5,10,11,90,F,20,1
Moth To A Flame (with The Weeknd),"The Weeknd, Swedish House Mafia",2,2021,10,22,7495,17,611994237,114,172,284,2,3304768.88,0.000330477,Hip-Hop,Minor,56,16,67,0,0,11,4,120,,20,
Party,"Bad Bunny, Rauw Alejandro",2,2022,5,6,3185,4,614555082,38,64,37,3,3318597.443,0.00033186,Spanish Hip-Hop,Major,83,47,80,2,0,24,9,97,A,20,36
Jimmy Cooks (feat. 21 Savage),"Drake, 21 Savage",2,2022,6,17,5871,27,618885532,81,121,58,1,3341981.873,0.000334198,Hip-Hop,Major,54,40,67,0,0,9,17,163,,21,34
TQG,"Karol G, Shakira",2,2023,2,23,4284,49,618990393,115,123,184,18,3342548.122,0.000334255,Spanish Hip-Hop,Minor,72,61,63,67,0,9,28,180,E,21,354
Enchanted,Taylor Swift,1,2010,1,1,4564,16,621660989,24,101,113,0,3356969.341,0.000335697,Romantic,Major,45,24,62,8,0,16,3,164,G#,21,40
Sparks,Coldplay,1,2000,7,10,10826,4,624101957,24,0,805,0,3370150.568,0.000337015,Romantic,Major,37,17,27,75,5,10,3,103,C#,21,0
2055,Sleepy hallow,1,2021,4,14,2226,0,624515457,29,0,44,0,3372383.468,0.000337238,Hip-Hop,Minor,78,65,52,46,0,12,31,161,F#,21,0
Mistletoe,Justin Bieber,1,2011,1,1,9577,0,629173063,195,111,310,0,3397534.54,0.000339753,Romantic,Minor,67,88,54,51,0,9,4,162,F#,21,0
Here With Me,d4vd,1,2022,7,17,3246,23,635412045,94,85,68,1,3431225.043,0.000343123,Romantic,Major,58,27,48,50,0,12,3,132,E,21,84
After Dark,Mr.Kitty,1,2014,8,8,1776,14,646886885,1,9,3,0,3493189.179,0.000349319,Hip-Hop,Major,58,4,60,7,41,8,3,140,G#,22,0
Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",2,2021,4,28,4893,4,651732901,143,24,110,0,3519357.665,0.000351936,Romantic,Major,72,67,72,0,0,13,4,120,G,22,70
Sunroof,"Nicky Youre, Dazy",2,2021,12,3,3741,17,652704649,156,35,110,19,3524605.105,0.000352461,Romantic,Major,77,84,71,35,0,15,4,131,A#,22,0
Superman,"Eminem, Dina Rae",2,2002,5,26,7615,14,655466831,18,51,"1,005",0,3539520.887,0.000353952,Hip-Hop,Minor,80,64,76,2,0,20,6,130,E,22,0
Gasolina,Daddy Yankee,1,2004,7,13,6457,18,657723613,98,95,453,0,3551707.51,0.000355171,Spanish Hip-Hop,Major,86,74,80,33,0,8,6,96,,22,454
It's the Most Wonderful Time of the Year,Andy Williams,1,1963,10,14,8879,0,663832097,182,107,160,0,3584693.324,0.000358469,Romantic,Major,24,76,60,77,0,12,4,202,G,22,1
"jealousy, jealousy",Olivia Rodrigo,1,2021,5,21,3257,0,665765558,10,0,70,0,3595134.013,0.000359513,Hip-Hop,Minor,70,71,58,24,0,7,13,164,A#,22,0
Neverita,Bad Bunny,1,2022,5,6,2590,30,671365962,20,64,35,6,3625376.195,0.000362538,Spanish Hip-Hop,Major,88,43,50,7,0,14,5,122,A#,22,0
You Right,"Doja Cat, The Weeknd",2,2021,6,24,5073,0,672656250,83,9,100,0,3632343.75,0.000363234,Hip-Hop,Major,83,44,62,2,0,8,6,129,G#,22,4
Volvi,"Aventura, Bad Bunny",2,2021,8,3,5375,10,673801126,138,24,133,0,3638526.08,0.000363853,Spanish Hip-Hop,Major,73,79,86,42,0,7,18,176,C#,22,1
Hey Mor,"Ozuna, Feid",2,2022,10,6,4637,38,674072710,63,79,89,11,3639992.634,0.000363999,Spanish Hip-Hop,Minor,90,40,59,0,0,10,29,98,C#,22,16
Do It To It,"Cherish, ACRAZE",2,2021,8,20,12403,0,674772936,183,63,465,0,3643773.854,0.000364377,Hip-Hop,Minor,85,64,81,2,5,7,9,125,B,22,11
Forgot About Dre,"Eminem, Dr. Dre",2,1999,1,1,19067,0,675039469,78,15,"1,674",0,3645213.133,0.000364521,Hip-Hop,Major,93,61,74,9,0,17,8,134,G#,23,3
Cool for the Summer,Demi Lovato,1,2015,1,1,9243,0,677389855,155,5,577,0,3657905.217,0.000365791,Hip-Hop,Minor,59,30,62,1,0,8,4,114,F,23,6
Romantic Homicide,d4vd,1,2022,7,20,2335,23,681583126,82,55,50,0,3680548.88,0.000368055,Hip-Hop,Major,56,20,55,45,1,32,3,132,F#,23,9
Reminder,The Weeknd,1,2016,11,25,6518,17,684675814,45,85,238,1,3697249.396,0.000369725,Hip-Hop,Major,71,40,50,16,0,16,22,160,G#,23,47
A Tu Merced,Bad Bunny,1,2020,2,29,4214,11,685071800,21,20,40,0,3699387.72,0.000369939,Spanish Hip-Hop,Major,86,89,79,17,0,11,6,92,,23,0
Lost in the Fire,"The Weeknd, Gesaffelstein",2,2019,1,11,7731,2,686734357,110,145,447,0,3708365.528,0.000370837,Hip-Hop,Major,66,18,68,9,0,12,4,101,D,23,46
Snowman,Sia,1,2017,1,1,5140,0,690104769,85,110,500,0,3726565.753,0.000372657,Romantic,Major,72,33,51,48,0,9,3,105,C#,23,
First Class,Jack Harlow,1,2022,4,8,8737,0,694525298,163,32,137,15,3750436.609,0.000375044,Hip-Hop,Major,91,32,56,3,0,11,10,107,G#,23,12
After Hours,The Weeknd,1,2020,2,19,8084,6,698086140,45,115,218,1,3769665.156,0.000376967,Romantic,Minor,66,16,57,10,1,12,3,109,F,23,221
Bound 2,Kanye West,1,2013,1,1,19806,7,703301727,33,11,274,0,3797829.326,0.000379783,Hip-Hop,Major,37,28,66,14,0,9,5,149,C#,23,0
Master of Puppets (Remastered),Metallica,1,1986,3,3,6080,0,704171068,112,198,406,1,3802523.767,0.000380252,Rock,Minor,54,59,83,0,44,20,4,105,E,23,0
I Was Never There,"The Weeknd, Gesaffelstein",2,2018,3,29,4188,15,705469769,30,70,142,0,3809536.753,0.000380954,Romantic,Major,32,17,74,14,0,17,3,114,A#,24,27
SNAP,Rosa Linn,1,2022,3,19,1818,0,711366595,3,0,63,0,3841379.613,0.000384138,Romantic,Major,56,52,64,11,0,45,7,170,,24,353
MAMIII,"Karol G, Becky G",2,2022,2,10,6809,28,716591492,151,102,175,5,3869594.057,0.000386959,Spanish Hip-Hop,Minor,84,90,70,9,0,14,8,94,E,24,29
Left and Right (Feat. Jung Kook of BTS),"Charlie Puth, BTS, Jung Kook",3,2022,6,24,3107,39,720434240,38,0,4,0,3890344.896,0.000389034,K-pop,Major,88,72,59,62,0,9,3,101,D,24,0
"Shakira: Bzrp Music Sessions, Vol. 53","Shakira, Bizarrap",2,2023,1,11,5724,44,721975598,119,108,254,29,3898668.229,0.000389867,Spanish Hip-Hop,Minor,78,50,63,27,0,9,5,122,D,24,22
we fell in love in october,girl in red,1,2018,11,21,6858,0,723043854,31,21,15,0,3904436.812,0.000390444,Romantic,Major,57,24,37,11,18,16,3,130,G,24,4
About Damn Time,Lizzo,1,2022,7,15,2332,2,723894473,0,0,25,0,3909030.154,0.000390903,Hip-Hop,Minor,84,72,74,10,0,34,7,109,A#,24,0
About Damn Time,Lizzo,1,2022,4,14,9021,0,723894473,242,49,272,21,3909030.154,0.000390903,Hip-Hop,Minor,84,72,74,10,0,34,7,109,A#,24,24
Ella Baila Sola,"Eslabon Armado, Peso Pluma",2,2023,3,16,3090,50,725980112,34,222,43,13,3920292.605,0.000392029,Spanish Hip-Hop,Minor,67,83,76,48,0,8,3,148,F,24,418
SNAP,Rosa Linn,1,2022,3,19,3202,18,726307468,148,80,226,24,3922060.327,0.000392206,Romantic,Major,56,53,64,11,0,45,6,170,,24,0
Until I Found You,Stephen Sanchez,1,2021,9,1,4427,4,726434358,69,100,154,20,3922745.533,0.000392275,Romantic,Major,34,25,51,69,0,18,4,202,A#,24,438
Jingle Bell Rock,Bobby Helms,1,1957,1,1,10326,0,741301563,165,99,104,0,4003028.44,0.000400303,Romantic,Major,74,78,37,84,0,6,3,119,D,25,
Late Night Talking,Harry Styles,1,2022,5,20,7461,8,743693613,166,42,199,16,4015945.51,0.000401595,Romantic,Major,71,90,73,30,0,11,5,115,A#,25,58
golden hour,JVKE,1,2022,7,15,4511,36,751134527,70,58,109,18,4056126.446,0.000405613,Romantic,Minor,51,14,59,65,18,25,3,94,C#,25,230
Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",2,2022,3,4,6111,4,756907987,185,40,492,9,4087303.13,0.00040873,Romantic,Major,76,96,70,18,0,33,4,95,G#,25,35
La Santa,"Daddy Yankee, Bad Bunny",2,2020,2,29,4890,20,759208783,52,42,100,0,4099727.428,0.000409973,Spanish Hip-Hop,Major,74,59,87,3,0,8,5,93,C#,25,0
Rockin' Around The Christmas Tree,Brenda Lee,1,1958,1,1,14994,0,769213520,191,168,206,0,4153753.008,0.000415375,Romantic,Major,70,85,41,71,0,45,5,140,G#,26,
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Julieta Venegas, Bad Bunny, Tainy",3,2021,10,5,3423,26,775542072,61,65,53,6,4187927.189,0.000418793,Spanish Hip-Hop,Minor,64,14,70,9,0,9,8,170,E,26,0
Bored,Billie Eilish,1,2017,3,30,4204,0,777765388,39,45,250,0,4199933.095,0.000419993,Hip-Hop,Major,60,11,33,90,0,8,5,120,G,26,0
